"","Jakeluasema","PVM","95E10","98E","Di"
"1","","",NA,"",""
"2","Keskihinnat:","",2.078,"2.184","2.290"
"3","","",NA,"",""
"4","Teboil Express, Papinhaka Papinhaankatu 7","14.11.",2.052,"2.152","-"
"5","Shell Express,  Karjalankatu (*Vpower)","14.11.",2.053,"*2.163","-"
"6","Neste,  Karjalankatu 7","13.11.",2.059,"2.159","2.234"
"7","ABC, Kortela Unajantie 2, 8-tie","11.11.",2.141,"2.241","2.346"
"8","ABC, Sale Monnankatu 4","11.11.",2.084,"2.184","-"
