"","Jakeluasema","PVM","95E10","98E","Di"
"1","","",NA,"",""
"2","Keskihinnat:","",2.062,"2.157","1.924"
"3","","",NA,"",""
"4","Neste,  Karjalankatu 7","26.04.",2.079,"2.179","1.979"
"5","Teboil Express, Papinhaka Papinhaankatu 7","26.04.",2.074,"2.174","-"
"6","ABC, Talliketo Tallikedonkatu 12","26.04.",2.109,"2.209","-"
"7","Shell Express,  Karjalankatu (*Vpower)","26.04.",2.084,"*2.194","-"
"8","Neste Oil, K-Supermarket Ahteentie 1","23.04.",1.965,"2.065","1.869"
